40.642776,-74.02003,2021_04_14_00:00:00
40.86674,-73.92873,2021_04_14_00:00:00
40.678375,-73.9265,2021_04_12_00:00:00
40.74209,-73.984985,2021_04_14_00:00:00
40.81228,-73.90941,2021_04_16_00:00:00
40.604195,-73.97218,2021_04_16_00:00:00
40.84383,-73.886375,2021_04_11_00:00:00
40.759163,-73.988396,2021_04_16_00:00:00
40.652927,-73.959335,2021_04_15_00:00:00
40.69097,-73.94833,2021_04_14_00:00:00
40.718864,-73.97483,2021_04_16_00:00:00
40.683174,-73.87389,2021_04_15_00:00:00
40.749744,-73.884315,2021_04_15_00:00:00
40.738316,-73.98773,2021_04_16_00:00:00
40.839382,-73.84531,2021_04_08_00:00:00
40.66806,-73.90394,2021_04_16_00:00:00
40.74715,-73.985504,2021_04_16_00:00:00
40.663776,-73.889915,2021_04_14_00:00:00
40.843903,-73.927284,2021_04_16_00:00:00
40.836296,-73.87369,2021_04_14_00:00:00
40.655285,-73.93658,2021_04_15_00:00:00
40.70166,-73.961464,2021_04_09_00:00:00
40.64606,-74.01648,2021_04_16_00:00:00
40.72119,-73.761185,2021_04_15_00:00:00
40.708363,-73.87203,2021_04_15_00:00:00
40.674004,-73.81881,2021_04_14_00:00:00
40.729176,-73.87898,2021_04_14_00:00:00
40.86832,-73.83317,2021_04_15_00:00:00
40.598515,-73.766464,2021_04_14_00:00:00
40.695004,-73.9525,2021_03_20_00:00:00
40.72773,-73.90674,2021_04_14_00:00:00
40.704563,-73.91066,2021_04_16_00:00:00
40.66807,-73.80789,2021_04_14_00:00:00
40.66944,-73.883995,2021_04_14_00:00:00
40.684082,-73.90864,2021_04_09_00:00:00
40.69349,-73.97917,2021_04_14_00:00:00
40.765266,-73.81517,2021_04_16_00:00:00
40.74613,-73.83605,2021_04_14_00:00:00
40.74708,-73.98135,2021_04_15_00:00:00
40.87482,-73.877,2021_04_15_00:00:00
40.70399,-73.85589,2021_04_14_00:00:00
40.649788,-73.9622,2021_04_16_00:00:00
40.69507,-73.80114,2021_04_11_00:00:00
40.788673,-73.97136,2021_04_15_00:00:00
40.847897,-73.92499,2021_04_15_00:00:00
40.68896,-73.93326,2021_04_14_00:00:00
40.695377,-73.94921,2021_04_13_00:00:00
40.880657,-73.877625,2021_04_16_00:00:00
40.828114,-73.93107,2021_04_16_00:00:00
40.781265,-73.97599,2021_04_16_00:00:00
40.848736,-73.93234,2021_04_16_00:00:00
40.65989,-73.90536,2021_04_15_00:00:00
40.748436,-73.984566,2021_04_16_00:00:00
40.61033,-73.95932,2021_04_15_00:00:00
40.752556,-73.92972,2021_04_14_00:00:00
40.829697,-73.91313,2021_04_14_00:00:00
40.718826,-73.98424,2021_04_14_00:00:00
40.65241,-73.9264,2021_04_16_00:00:00
40.852673,-73.919106,2021_04_15_00:00:00
40.851555,-73.952446,2021_04_16_00:00:00
40.707928,-73.784294,2021_04_16_00:00:00
40.891876,-73.8616,2021_04_06_00:00:00
40.58947,-73.80105,2021_04_15_00:00:00
40.74668,-73.9745,2021_04_01_00:00:00
40.85814,-73.895744,2021_04_14_00:00:00
40.708626,-73.94513,2021_04_16_00:00:00
40.73464,-73.87421,2021_04_14_00:00:00
40.62855,-73.952835,2021_04_16_00:00:00
40.65563,-73.92596,2021_04_14_00:00:00
40.687046,-73.792114,2021_04_16_00:00:00
40.70326,-73.86474,2021_04_14_00:00:00
40.633114,-73.94928,2021_04_14_00:00:00
40.62046,-74.07641,2021_04_14_00:00:00
40.75964,-73.95817,2021_04_14_00:00:00
40.64254,-73.87652,2021_04_13_00:00:00
40.783146,-73.97833,2021_04_15_00:00:00
40.705452,-73.78149,2021_04_14_00:00:00
40.74425,-73.7334,2021_04_15_00:00:00
40.75348,-73.980896,2021_04_14_00:00:00
40.84307,-73.848076,2021_04_14_00:00:00
40.620914,-73.9753,2021_04_15_00:00:00
40.80889,-73.95581,2021_04_04_00:00:00
40.78847,-73.968895,2021_04_15_00:00:00
40.712776,-73.90601,2021_04_14_00:00:00
40.75868,-73.87552,2021_04_16_00:00:00
40.74661,-73.86473,2021_04_16_00:00:00
40.835705,-73.88875,2021_04_16_00:00:00
40.688404,-73.93803,2021_03_28_00:00:00
40.781715,-73.823845,2021_04_12_00:00:00
40.730644,-73.97329,2021_04_02_00:00:00
40.75218,-73.85201,2021_04_16_00:00:00
40.731422,-73.94641,2021_04_16_00:00:00
40.761234,-73.96389,2021_04_15_00:00:00
40.668976,-73.90668,2021_04_10_00:00:00
40.637276,-73.93177,2021_04_15_00:00:00
40.788685,-73.94386,2021_04_11_00:00:00
40.87356,-73.81853,2021_04_16_00:00:00
40.795006,-73.9485,2021_04_14_00:00:00
40.820095,-73.955086,2021_04_15_00:00:00
40.594334,-73.990944,2021_04_14_00:00:00
40.666306,-73.79171,2021_04_14_00:00:00
40.673008,-73.97851,2021_04_14_00:00:00
40.583626,-73.98407,2021_04_14_00:00:00
40.874474,-73.90031,2021_04_14_00:00:00
40.633995,-73.98138,2021_04_14_00:00:00
40.772327,-73.94531,2021_04_14_00:00:00
40.704937,-73.94932,2021_04_15_00:00:00
40.653873,-74.008156,2021_04_14_00:00:00
40.677917,-73.93861,2021_04_08_00:00:00
40.59857,-73.9689,2021_04_14_00:00:00
40.809563,-73.92923,2021_04_14_00:00:00
40.68836,-73.96444,2021_04_16_00:00:00
40.666737,-73.90224,2021_04_14_00:00:00
40.713173,-73.90076,2021_04_14_00:00:00
40.73006,-73.710754,2021_04_15_00:00:00
40.652317,-73.92752,2021_04_13_00:00:00
40.76122,-73.93056,2021_04_15_00:00:00
40.588722,-73.960464,2021_04_12_00:00:00
40.643456,-73.972725,2021_04_14_00:00:00
40.865532,-73.86238,2021_04_12_00:00:00
40.67612,-73.936005,2021_04_16_00:00:00
40.620663,-74.1524,2021_04_15_00:00:00
40.72166,-73.888664,2021_04_15_00:00:00
40.733723,-73.72516,2021_04_14_00:00:00
40.745686,-73.97213,2021_04_14_00:00:00
40.875294,-73.9088,2021_04_14_00:00:00
40.803555,-73.91184,2021_04_15_00:00:00
40.7605,-73.95699,2021_04_15_00:00:00
40.661995,-73.91959,2021_04_16_00:00:00
40.69045,-73.959435,2021_04_16_00:00:00
40.658672,-73.90019,2021_04_16_00:00:00
40.711227,-73.72826,2021_04_15_00:00:00
40.700485,-73.93637,2021_04_14_00:00:00
40.816555,-73.91755,2021_04_14_00:00:00
40.861862,-73.91282,2021_04_15_00:00:00
40.875793,-73.85465,2021_04_14_00:00:00
40.68657,-73.776146,2021_04_16_00:00:00
40.654705,-74.00731,2021_04_14_00:00:00
40.637054,-73.98643,2021_04_14_00:00:00
40.6191,-74.159615,2021_04_16_00:00:00
40.734566,-73.72269,2021_04_14_00:00:00
40.714912,-73.94784,2021_04_13_00:00:00
40.74734,-73.88673,2021_04_14_00:00:00
40.6963,-73.97545,2021_04_16_00:00:00
40.63598,-73.915146,2021_04_16_00:00:00
40.724358,-73.742516,2021_04_14_00:00:00
40.586277,-73.9862,2016_04_16_00:00:00
40.671932,-73.85165,2021_04_16_00:00:00
40.650703,-73.920586,2021_04_10_00:00:00
40.61378,-74.07225,2021_04_16_00:00:00
40.727375,-73.90313,2021_04_15_00:00:00
40.573204,-74.09711,2021_04_14_00:00:00
40.671604,-73.86907,2021_04_15_00:00:00
40.740276,-73.92782,2021_04_15_00:00:00
40.684,-73.95031,2021_04_06_00:00:00
40.704494,-73.81743,2021_04_15_00:00:00
