road1,road2,intersection latitude,intersection longitude
VANDERBILT AVE,E 46 ST,40.75497414333957,-73.97651705883425
AVE D,E 6 ST,40.72249831225731,-73.97689287662753
AVE D,E 10 ST,40.72487765735112,-73.97516391618326
AVE D,E 5 ST,40.72188632150646,-73.97734765101214
AVE D,E 8 ST,40.72369210640847,-73.97603382195747
AVE D,E 13 ST,40.7267520240305,-73.97379943146073
MANGIN ST,E HOUSTON ST,40.71894629578699,-73.97545111717186
MANGIN ST,STANTON ST,40.71787047165055,-73.97602870048811
MANGIN ST,DELANCEY ST,40.715169904773404,-73.97740043546169
MANGIN ST,WILLIAMSBURG BR APPR,40.715169904773404,-73.97740043546169
MANGIN ST,WILLIAMSBURG BRG,40.715169904773404,-73.97740043546169
W END AVE,W 95 ST,40.794580100226455,-73.97370050525524
W END AVE,W 86 ST,40.788880167961366,-73.97785571348427
W END AVE,W 89 ST,40.79081492500163,-73.9764502464054
W END AVE,W 83 ST,40.78693990828257,-73.9792863787175
W END AVE,W 78 ST,40.783660354106644,-73.98165981512524
W END AVE,W 91 ST,40.79207182204288,-73.97553971897392
W END AVE,W 85 ST,40.78819956982903,-73.97835790078359
W END AVE,W 88 ST,40.79018647369124,-73.97690549722877
W END AVE,W 79 ST,40.784354691951975,-73.98116491397248
W END AVE,W 107 ST,40.802346268624156,-73.96810967706041
W END AVE,W 103 ST,40.79970085015123,-73.96996382538403
W END AVE,W 106 ST,40.801635514545005,-73.9685831841681
W END AVE,W 90 ST,40.791437883486594,-73.97598776615628
W END AVE,W 84 ST,40.78756562126389,-73.97881311746399
W END AVE,W 96 ST,40.795252445718056,-73.97320906036079
W END AVE,W 98 ST,40.796561455692256,-73.97225504914195
W END AVE,W 93 ST,40.793325963733444,-73.97461471217723
W END AVE,W 105 ST,40.800960439883205,-73.96905666457744
W END AVE,W 104 ST,40.80032927214463,-73.96950483206957
W END AVE,W 100 ST,40.797815571932084,-73.97133714158042
W END AVE,W 81 ST,40.78566102401928,-73.98020399395313
W END AVE,W 77 ST,40.78302639373683,-73.98212580218099
W END AVE,W 94 ST,40.79395166176693,-73.97416303086673
W END AVE,W 102 ST,40.79907242626761,-73.97042281003233
W END AVE,W 97 ST,40.79592753377175,-73.97271760441463
W END AVE,W 82 ST,40.786297722363,-73.97974519157671
W END AVE,W 87 ST,40.78955802052117,-73.97736073945754
W END AVE,W 101 ST,40.798444000493866,-73.97088178601476
W END AVE,W 99 ST,40.79718988800458,-73.97179971082002
W END AVE,W 92 ST,40.79269752070089,-73.97507360897228
W END AVE,W 80 ST,40.78502706912565,-73.98066639781511
PITT ST,E HOUSTON ST,40.72070953128044,-73.9813091658834
PITT ST,STANTON ST,40.71945802022442,-73.98193000771825
PITT ST,DELANCEY ST,40.716924801396615,-73.98321491747782
PITT ST,RIVINGTON ST,40.71829158220374,-73.98247865512656
PITT ST,WILLIAMSBURG BR APPR,40.716924801396615,-73.98321491747782
PITT ST,WILLIAMSBURG BRG,40.716924801396615,-73.98321491747782
PITT ST,SAMUEL DICKSTEIN PLZ,40.715209473350356,-73.9842578519344
RIVERSIDE DR,W 95 ST,40.79552751862839,-73.97592850499105
RIVERSIDE DR,W 86 ST,40.78994008797069,-73.98035800855152
RIVERSIDE DR,W 89 ST,40.79175131055287,-73.97867093993699
RIVERSIDE DR,W 83 ST,40.78769502833041,-73.9811423017861
RIVERSIDE DR,W 78 ST,40.784352275725816,-73.98329541705175
RIVERSIDE DR,W 91 ST,40.792728131647436,-73.97709241224925
RIVERSIDE DR,W 85 ST,40.789253988384786,-73.98085295727013
RIVERSIDE DR,W 88 ST,40.79124366744814,-73.9793969929319
RIVERSIDE DR,W 79 ST,40.78497523308858,-73.98263804878783
RIVERSIDE DR,W 72 ST,40.78031234739382,-73.98567955980559
RIVERSIDE DR,W 107 ST,40.802936777180996,-73.96956142995137
RIVERSIDE DR,W 103 ST,40.80033251724579,-73.9714588620005
RIVERSIDE DR,CATHEDRAL PKWY,40.80575246734053,-73.96808998419041
RIVERSIDE DR,W 106 ST,40.802264446183074,-73.97004574443736
RIVERSIDE DR,W 90 ST,40.792162834834,-73.97769210658186
RIVERSIDE DR,W 84 ST,40.788507455976664,-73.98106262425317
RIVERSIDE DR,W 96 ST,40.79601863061398,-73.97501457897238
RIVERSIDE DR,W 115 ST,40.80823051137365,-73.96653188766534
RIVERSIDE DR,W 98 ST,40.79714915548662,-73.97365253800716
RIVERSIDE DR,W 93 ST,40.79411685740175,-73.97655742488544
RIVERSIDE DR,W 105 ST,40.80158937204498,-73.97054449817823
RIVERSIDE DR,W 112 ST,40.8061282943602,-73.96737458790642
RIVERSIDE DR,W 104 ST,40.80096643730733,-73.9710107118191
RIVERSIDE DR,W 100 ST,40.798576298908955,-73.9731535457577
RIVERSIDE DR,W 81 ST,40.78618272995756,-73.98144606421992
RIVERSIDE DR,W 73 ST,40.78107808949549,-73.98536886258526
RIVERSIDE DR,HENRY HUDSON PY NB EN W 79 WB,40.78497523308858,-73.98263804878783
RIVERSIDE DR,HENRY HUDSON PARKWAY ET 11 SB,40.79552751862839,-73.97592850499105
RIVERSIDE DR,W 77 ST,40.783773223245,-73.9839022085781
RIVERSIDE DR,W 94 ST,40.79487985081545,-73.97635490704776
RIVERSIDE DR,W 102 ST,40.7997040892319,-73.97192506059734
RIVERSIDE DR,W 97 ST,40.79656190621449,-73.97419452293997
RIVERSIDE DR,W 109 ST,40.80420734003197,-73.96864698806277
RIVERSIDE DR,W 108 ST,40.80355422125136,-73.96911325180773
RIVERSIDE DR,HENRY HUDSON PARKWAY NB ET 10 A,40.78497523308858,-73.98263804878783
RIVERSIDE DR,W 74 ST,40.781780703643776,-73.98507261591074
RIVERSIDE DR,HENRY HUDSON PY SB EN W 96 ST,40.79601863061398,-73.97501457897238
RIVERSIDE DR,W 82 ST,40.78691553849353,-73.98122919040489
RIVERSIDE DR,HENRY HUDSON PARKWAY ET 11 NB,40.79601863061398,-73.97501457897238
RIVERSIDE DR,W 87 ST,40.7906152064341,-73.97986305295231
RIVERSIDE DR,W 101 ST,40.799147054968294,-73.97252847008018
RIVERSIDE DR,W 99 ST,40.79788744337725,-73.97346082276688
RIVERSIDE DR,W 92 ST,40.7933950323015,-73.9767490891748
RIVERSIDE DR,W 80 ST,40.785589956392066,-73.98200594806721
RIVERSIDE DR,HENRY HUDSON PY NB EN W 96 ST,40.79601863061398,-73.97501457897238
E HOUSTON ST,CLINTON ST,40.721472954934455,-73.98382345878198
E HOUSTON ST,COLUMBIA ST,40.719935065624306,-73.97875164371303
E HOUSTON ST,FORSYTH ST,40.72342520360827,-73.99027358775228
E HOUSTON ST,CHRYSTIE ST,40.72365033469323,-73.99102396312567
E HOUSTON ST,ORCHARD ST,40.722697613944355,-73.9878637634924
E HOUSTON ST,BARUCH DR,40.71930896807796,-73.97722226460694
E HOUSTON ST,ALLEN ST,40.72293374228328,-73.98863937450834
E HOUSTON ST,ELDRIDGE ST,40.72317535291363,-73.98939334391179
E HOUSTON ST,BARUCH PL,40.71913312893556,-73.97635652771054
E HOUSTON ST,SUFFOLK ST,40.721731079186185,-73.98467840396968
E HOUSTON ST,RIDGE ST,40.72096767478765,-73.98216769912626
E HOUSTON ST,LUDLOW ST,40.722469719897546,-73.98713505606008
E HOUSTON ST,NORFOLK ST,40.721986450054196,-73.98551531816699
E HOUSTON ST,ATTORNEY ST,40.721223063932094,-73.98300459411651
E HOUSTON ST,FDR DRIVE EXIT 5 NB,40.71884184199278,-73.97474409118931
E HOUSTON ST,E 2 ST,40.72033878255448,-73.98007909439265
E HOUSTON ST,ESSEX ST,40.72224180711411,-73.98628730097782
E HOUSTON ST,LILLIAN WALD DR,40.719215551066945,-73.97674610759941
E 47 ST,LEXINGTON AVE,40.75461947022766,-73.97373432930951
E 47 ST,3 AVE,40.753943887062846,-73.97213564358456
LEXINGTON AVE,E 43 ST,40.75211666285124,-73.97555799934946
LEXINGTON AVE,E 36 ST,40.747684534903414,-73.97878610142489
LEXINGTON AVE,E 39 ST,40.749539728130394,-73.97743569452754
LEXINGTON AVE,E 34 ST,40.746402906232674,-73.9797248401908
LEXINGTON AVE,E 44 ST,40.75274236768193,-73.97510299701344
LEXINGTON AVE,E 38 ST,40.74892224734892,-73.97788704124666
LEXINGTON AVE,E 28 ST,40.7426457917715,-73.98245420652422
LEXINGTON AVE,E 48 ST,40.755242422045306,-73.97327568440589
LEXINGTON AVE,E 40 ST,40.75015720708858,-73.97698433944126
LEXINGTON AVE,E 37 ST,40.748302019996,-73.97833838049132
LEXINGTON AVE,E 32 ST,40.74511577957234,-73.98065993553818
LEXINGTON AVE,E 42 ST,40.751441558231285,-73.97604910329609
LEXINGTON AVE,E 49 ST,40.75587086232265,-73.97282063816039
LEXINGTON AVE,E 46 ST,40.753993770973054,-73.97418935732308
LEXINGTON AVE,E 31 ST,40.74449828517576,-73.98110761354222
LEXINGTON AVE,E 35 ST,40.74706704866667,-73.97923742305868
LEXINGTON AVE,E 27 ST,40.742025547041074,-73.98291267818664
LEXINGTON AVE,E 41 ST,40.75077468495863,-73.97653658518833
LEXINGTON AVE,E 33 ST,40.74573327155456,-73.98020864030778
LEXINGTON AVE,E 29 ST,40.74326329212791,-73.98201016224252
E 51 ST,MADISON AVE,40.7584871266991,-73.97513333630766
E 51 ST,BEEKMAN PL,40.75393350534943,-73.96434662270305
E 6 ST,AVE B,40.724491860186006,-73.98163280505841
E 6 ST,AVE A,40.72547208620693,-73.98395958560221
E 43 ST,3 AVE,40.75144110475241,-73.97395935519371
E 43 ST,TUDOR CITY PL,40.7497466184215,-73.96994664798368
MADISON AVE,E 74 ST,40.77310008138627,-73.96447355684661
MADISON AVE,E 70 ST,40.7704766852845,-73.9663883988071
MADISON AVE,E 71 ST,40.77109960746315,-73.965933186284
MADISON AVE,E 53 ST,40.75973852999316,-73.97422322807412
MADISON AVE,E 55 ST,40.76098992503139,-73.97330947588812
MADISON AVE,E 52 ST,40.75911282927352,-73.97467828646558
MADISON AVE,E 72 ST,40.77178289904801,-73.9654346098734
MADISON AVE,E 73 ST,40.77246344366698,-73.96493602467675
MADISON AVE,E 56 ST,40.76161561932108,-73.97285078202529
MADISON AVE,E 60 ST,40.76421442905952,-73.97095811972308
MADISON AVE,E 50 ST,40.75785867829044,-73.97559198819106
MADISON AVE,E 58 ST,40.76296305238389,-73.97186835046374
MADISON AVE,E 59 ST,40.76358874075377,-73.97140962947385
MADISON AVE,E 69 ST,40.769845528069695,-73.96684721714807
MADISON AVE,E 75 ST,40.773733972450486,-73.96401108165736
MADISON AVE,E 54 ST,40.76036422803592,-73.97376455141283
MADISON AVE,E 57 ST,40.76228796542782,-73.97236318160728
MADISON AVE,E 76 ST,40.77436786159791,-73.96354859766357
W 95 ST,AMSTERDAM AVE,40.79337996990229,-73.97085872036992
W 95 ST,HENRY HUDSON PARKWAY ET 11 SB,40.79552751862839,-73.97592850499105
W 86 ST,CENTRAL PARK W,40.78529359491992,-73.9693347760572
W 86 ST,AMSTERDAM AVE,40.78768562848523,-73.97501409492868
W 89 ST,CENTRAL PARK W,40.787222758647744,-73.9679255285525
W 89 ST,AMSTERDAM AVE,40.78961486176856,-73.9736085726657
GRAND ARMY PLZ,CENTRAL PARK S,40.7645691448253,-73.97363654685455
GRAND ARMY PLZ,W 58 ST,40.76392423692,-73.97410609088891
GRAND ARMY PLZ,CNTRL PARK EAST 60 ST APPR,40.76513719547122,-73.97315619475302
GRAND ARMY PLZ,W 59 ST,40.7645691448253,-73.97363654685455
CENTRAL PARK S,COLUMBUS CIR,40.76788083233257,-73.98149087437686
3 AVE,E 36 ST,40.74700902117796,-73.9771875308903
3 AVE,E 39 ST,40.74888615458298,-73.97584069430354
3 AVE,E 34 ST,40.74572740472728,-73.97812268196289
3 AVE,E 44 ST,40.75206405858241,-73.97350434354797
3 AVE,E 38 ST,40.748246721264834,-73.97628845012895
3 AVE,E 28 ST,40.741970329073354,-73.98085932842007
3 AVE,E 48 ST,40.75456957732184,-73.97167698721492
3 AVE,E 40 ST,40.74948441257192,-73.9753821176979
3 AVE,E 37 ST,40.74762924413581,-73.97673618969121
3 AVE,E 32 ST,40.74444303570086,-73.97905779791937
3 AVE,E 42 ST,40.750766005281406,-73.97444325196058
3 AVE,E 49 ST,40.75519252095242,-73.97121832341485
3 AVE,E 46 ST,40.753318193203334,-73.97258707266118
3 AVE,E 31 ST,40.74382554811496,-73.97950909507638
3 AVE,E 35 ST,40.74639154044499,-73.97763525380114
3 AVE,E 27 ST,40.74135008946179,-73.98131059290127
3 AVE,E 41 ST,40.750099139525695,-73.9749343541488
3 AVE,E 33 ST,40.74505777671477,-73.97860649327806
3 AVE,E 29 ST,40.74258782272581,-73.98041166510122
W 83 ST,CENTRAL PARK W,40.783339714447195,-73.97075839661693
W 83 ST,AMSTERDAM AVE,40.78573442405269,-73.9764412100906
CENTRAL PARK W,W 71 ST,40.7755322465641,-73.97645926159943
CENTRAL PARK W,W 91 ST,40.78847684327436,-73.96701127943425
CENTRAL PARK W,W 85 ST,40.78461028786294,-73.96983341361204
CENTRAL PARK W,W 88 ST,40.78659434165253,-73.96838444641908
CENTRAL PARK W,W 70 ST,40.77490928249593,-73.97691079544718
CENTRAL PARK W,W 65 ST,40.77178071561014,-73.9791936146363
CENTRAL PARK W,W 72 ST,40.77622107120238,-73.97595353687147
CENTRAL PARK W,W 61 ST,40.769272339240096,-73.9810211612066
CENTRAL PARK W,W 90 ST,40.78785940285199,-73.96744854194469
CENTRAL PARK W,W 84 ST,40.78397637541163,-73.97029951991534
CENTRAL PARK W,W 69 ST,40.77428082854265,-73.97736954366235
CENTRAL PARK W,W 81 ST,40.78202248262625,-73.97172308400239
CENTRAL PARK W,W 73 ST,40.77689891690996,-73.97545863757868
CENTRAL PARK W,W 63 ST,40.77052927652889,-73.98011101458167
CENTRAL PARK W,W 67 ST,40.77303214851287,-73.97828340102535
CENTRAL PARK W,W 77 ST,40.77947855204747,-73.9735728717903
CENTRAL PARK W,W 66 ST,40.772420154016814,-73.97872406623014
CENTRAL PARK W,W 62 ST,40.76990629768293,-73.98056248034915
CENTRAL PARK W,W 74 ST,40.77752736300621,-73.97499985329249
CENTRAL PARK W,W 82 ST,40.78270579813107,-73.97122448521961
CENTRAL PARK W,W 87 ST,40.785974158919565,-73.9688505739869
CENTRAL PARK W,W 68 ST,40.77365511674667,-73.97782467186431
W 71 ST,AMSTERDAM AVE,40.777904711621495,-73.98208745958573
AMSTERDAM AVE,W 78 ST,40.782465908128266,-73.97882196200798
AMSTERDAM AVE,W 91 ST,40.79087173488381,-73.97269078525045
AMSTERDAM AVE,W 85 ST,40.787002297109325,-73.97551269211044
AMSTERDAM AVE,W 88 ST,40.78898916629711,-73.97406384103728
AMSTERDAM AVE,W 79 ST,40.78314651024341,-73.97832704460737
AMSTERDAM AVE,W 70 ST,40.77730369017375,-73.98258227877236
AMSTERDAM AVE,W 65 ST,40.77415580079571,-73.98487935982507
AMSTERDAM AVE,W 72 ST,40.7786072907332,-73.98162148906776
AMSTERDAM AVE,W 61 ST,40.77166929180413,-73.98669592202735
AMSTERDAM AVE,W 107 ST,40.801110304151926,-73.96521350110491
AMSTERDAM AVE,W 103 ST,40.798506118121516,-73.9671218865553
AMSTERDAM AVE,CATHEDRAL PKWY,40.802970812689374,-73.96386162910127
AMSTERDAM AVE,W 106 ST,40.80043799552471,-73.96571229378941
AMSTERDAM AVE,W 90 ST,40.79024329842911,-73.97314607194942
AMSTERDAM AVE,W 84 ST,40.786368361170766,-73.97597514995583
AMSTERDAM AVE,W 96 ST,40.79405230340366,-73.97036725563487
AMSTERDAM AVE,W 115 ST,40.806134732377764,-73.96154810136711
AMSTERDAM AVE,W 98 ST,40.79536129106164,-73.9694168173543
AMSTERDAM AVE,W 93 ST,40.79212860044411,-73.97177296318122
AMSTERDAM AVE,W 105 ST,40.79976019415497,-73.96620746732846
AMSTERDAM AVE,W 112 ST,40.804257790536035,-73.96292178407724
AMSTERDAM AVE,W 104 ST,40.7991317841903,-73.96666287602464
AMSTERDAM AVE,W 69 ST,40.77668344914304,-73.98304820906951
AMSTERDAM AVE,W 100 ST,40.79664282629422,-73.96847718976005
AMSTERDAM AVE,W 81 ST,40.7844637978247,-73.97736608261471
AMSTERDAM AVE,W 73 ST,40.77929065119065,-73.98113384967594
AMSTERDAM AVE,W 67 ST,40.775429236564136,-73.98397282585287
AMSTERDAM AVE,W 77 ST,40.781840192672405,-73.97928435427777
AMSTERDAM AVE,W 66 ST,40.774808986319066,-73.98441345655955
AMSTERDAM AVE,W 62 ST,40.7723005278704,-73.98623727925036
AMSTERDAM AVE,W 94 ST,40.792751540930965,-73.97131404151617
AMSTERDAM AVE,W 102 ST,40.79786672652461,-73.96758089514108
AMSTERDAM AVE,MORNINGSIDE DR,40.81062670582245,-73.95827262935049
AMSTERDAM AVE,W 97 ST,40.79473561271082,-73.96987216442096
AMSTERDAM AVE,W 109 ST,40.80237259982288,-73.9643026177316
AMSTERDAM AVE,W 108 ST,40.80174145291882,-73.96475806373661
AMSTERDAM AVE,W 60 ST,40.77105452107953,-73.98714372203366
AMSTERDAM AVE,W 74 ST,40.779924609123185,-73.98067510088087
AMSTERDAM AVE,W 82 ST,40.78509773953097,-73.97690365124122
AMSTERDAM AVE,W 87 ST,40.78835798030114,-73.97452271419073
AMSTERDAM AVE,W 68 ST,40.77604673516336,-73.98349608191175
AMSTERDAM AVE,W 101 ST,40.79724929085901,-73.96803988436747
AMSTERDAM AVE,W 99 ST,40.7959897103352,-73.96895423714467
AMSTERDAM AVE,W 92 ST,40.791497423877914,-73.97223187969249
AMSTERDAM AVE,W 80 ST,40.78382985350627,-73.97782489419005
STANTON ST,CLINTON ST,40.720235158626586,-73.98447672523355
STANTON ST,COLUMBIA ST,40.718664362661,-73.97941582184653
STANTON ST,FORSYTH ST,40.722181880662156,-73.99091593133093
STANTON ST,CHRYSTIE ST,40.72240151677527,-73.9916482572405
STANTON ST,ORCHARD ST,40.721462540395656,-73.98852418166187
STANTON ST,ALLEN ST,40.721643753272616,-73.98913023116697
STANTON ST,ELDRIDGE ST,40.721921056115,-73.99003931078362
STANTON ST,BARUCH PL,40.71811492938423,-73.97687996660171
STANTON ST,SUFFOLK ST,40.720490531932256,-73.98532083499472
STANTON ST,RIDGE ST,40.7197216508202,-73.98280295590307
STANTON ST,LUDLOW ST,40.72123464781107,-73.98777023226813
STANTON ST,NORFOLK ST,40.720745898173185,-73.98615773607547
STANTON ST,ATTORNEY ST,40.71997978066156,-73.9836434445405
STANTON ST,SHERIFF ST,40.71896918682612,-73.98030677490651
STANTON ST,ESSEX ST,40.72098204011261,-73.98695135627031
CLINTON ST,DELANCEY ST,40.717723870166544,-73.98576515589919
CLINTON ST,HENRY ST,40.71363707396206,-73.98705740268026
CLINTON ST,MADISON ST,40.71290420795553,-73.98692768757451
CLINTON ST,RIVINGTON ST,40.719082438479155,-73.9850722286835
CLINTON ST,WILLIAMSBURG BR APPR,40.717723870166544,-73.98576515589919
CLINTON ST,WILLIAMSBURG BRG,40.717723870166544,-73.98576515589919
CLINTON ST,CHERRY ST,40.71153729547763,-73.98674399475725
CLINTON ST,E BROADWAY,40.71431229735601,-73.98716548836047
E 10 ST,AVE B,40.72686578692612,-73.97990757169028
E 10 ST,AVE A,40.7278460463794,-73.982227193827
E 10 ST,SZOLD PL,40.72532527368955,-73.9762100179406
AVE B,E 11 ST,40.72746681156695,-73.97947082991038
AVE B,E 5 ST,40.72388259507532,-73.9820839410372
AVE B,E 8 ST,40.72567745269658,-73.98075938060995
AVE B,E 13 ST,40.72874569747587,-73.97853596190387
AVE B,14 ST LOOP,40.72943179043363,-73.97802700657319
E 11 ST,AVE A,40.728447079737805,-73.98179046654369
E 11 ST,SZOLD PL,40.725920797194455,-73.97578407846922
COLUMBIA ST,DELANCEY ST,40.71618332932212,-73.980744084693
COLUMBIA ST,RIVINGTON ST,40.71753911228912,-73.97998974615238
COLUMBIA ST,WILLIAMSBURG BR APPR,40.71618332932212,-73.980744084693
COLUMBIA ST,WILLIAMSBURG BRG,40.71618332932212,-73.980744084693
COLUMBIA ST,E 2 ST,40.719935065624306,-73.97875164371303
NATHAN D PERLMAN PL,E 17 ST,40.73393125424824,-73.98279207205654
NATHAN D PERLMAN PL,E 16 ST,40.73333570073868,-73.9831855257935
E 5 ST,AVE A,40.72486281108367,-73.9844034913495
W 79 ST,HENRY HUDSON PARKWAY ET 10 SB,40.785952623734865,-73.9845011255407
W 79 ST,HENRY HUDSON PY NB EN W 79 WB,40.78497523308858,-73.98263804878783
W 79 ST,HENRY HUDSON PARKWAY NB ET 10 A,40.78497523308858,-73.98263804878783
W 79 ST,HENRY HUDSON PY NB EN W 79 EB,40.78535963233484,-73.98356960606517
W 79 ST,HENRY HUDSON PKWY NB ET 10 B,40.78535963233484,-73.98356960606517
W 79 ST,HENRY HUDSON PY SB EN W 79 ST,40.78559583641958,-73.98471065172332
E 8 ST,AVE A,40.726665931009,-73.98308979550706
E 8 ST,ST MARKS PL,40.72759396132516,-73.98529401466274
E 34 ST,FDR DRIVE SB ENTRANCE E 34 ST,40.74325037030484,-73.97223033579931
E 38 ST,QUEENS MIDTOWN TUNL,40.746140365183884,-73.97130523997899
W 70 ST,FREEDOM PL,40.77916521512848,-73.98709521646646
DELANCEY ST,FORSYTH ST,40.719750115883095,-73.99216085743807
DELANCEY ST,CHRYSTIE ST,40.719972489131564,-73.99289676796992
DELANCEY ST,ORCHARD ST,40.71902531172449,-73.98976918244128
DELANCEY ST,LEWIS ST,40.71566702090193,-73.97906323213479
DELANCEY ST,WILLIAMSBURG BR APPR,40.71494468464862,-73.97665020158652
DELANCEY ST,WILLIAMSBURG BRG,40.71494468464862,-73.97665020158652
DELANCEY ST,BARUCH DR,40.71535667207448,-73.97803886123597
DELANCEY ST,ALLEN ST,40.719203772442754,-73.990364391092
DELANCEY ST,ELDRIDGE ST,40.71948381121071,-73.99128426472166
DELANCEY ST,BARUCH PL,40.715411601554095,-73.97821920743856
DELANCEY ST,SUFFOLK ST,40.71800393401056,-73.98658398184538
DELANCEY ST,RIDGE ST,40.71719391385311,-73.98410226578491
DELANCEY ST,BIALYSTOKER PL,40.716683145154654,-73.98242857498911
DELANCEY ST,CANNON ST,40.71592517818407,-73.97990365515876
DELANCEY ST,LUDLOW ST,40.71879468211435,-73.98901164934453
DELANCEY ST,NORFOLK ST,40.71830320454866,-73.9873955961568
DELANCEY ST,ATTORNEY ST,40.717452033352835,-73.98493551278578
DELANCEY ST,SHERIFF ST,40.71643598479529,-73.98158452225414
DELANCEY ST,ESSEX ST,40.71855580770046,-73.98820001110087
HENRY ST,FORSYTH ST,40.713091416906316,-73.99361532618262
HENRY ST,MANHATTAN BR APPR,40.71307770547737,-73.99384257855162
HENRY ST,MANHATTAN BRG,40.71307770547737,-73.99384257855162
HENRY ST,PIKE ST,40.713179182064685,-73.99250070375787
HENRY ST,MARKET ST,40.71302009682216,-73.99445940763387
HENRY ST,MONTGOMERY ST,40.71378780083252,-73.98511309364862
HENRY ST,JACKSON ST,40.71426477154692,-73.98092500015434
HENRY ST,RUTGERS ST,40.713382115333665,-73.99012715905504
HENRY ST,JEFFERSON ST,40.71351097815502,-73.98860130152585
HENRY ST,MECHANICS ALY,40.71305301695925,-73.99411672486127
HENRY ST,GOUVERNEUR ST,40.71390293127466,-73.98399844179994
HENRY ST,SAMUEL DICKSTEIN PLZ,40.71378780083252,-73.98511309364862
UNION SQ W,E 17 ST,40.73713251623451,-73.99032932220675
UNION SQ W,E 14 ST,40.73521404188881,-73.99171521010928
UNION SQ W,UNIVERSITY PL,40.73521404188881,-73.99171521010928
UNION SQ W,E 16 ST,40.73653145005583,-73.99075159567545
ASTOR PL,4 AVE,40.72987816365546,-73.99072365451066
ASTOR PL,COOPER SQ,40.72987816365546,-73.99072365451066
FORSYTH ST,MANHATTAN BRG,40.71562212125195,-73.99427161187455
FORSYTH ST,DIVISION ST,40.71426894756139,-73.99414186810355
FORSYTH ST,RIVINGTON ST,40.721026382223144,-73.99150412597088
FORSYTH ST,E BROADWAY,40.71374468788529,-73.99394351841623
FORSYTH ST,ELDRIDGE ST,40.71374468788529,-73.99394351841623
FORSYTH ST,HESTER ST,40.716747443093475,-73.99369794520052
E 19 ST,IRVING PL,40.73704979231308,-73.9865332370205
E 17 ST,IRVING PL,40.735877879653295,-73.98738866323967
E 17 ST,UNION SQ E,40.73656148987022,-73.98901593621635
E 17 ST,RUTHERFORD PL,40.734603942761815,-73.98436151970351
E 4 ST,COOPER SQ,40.727095044990065,-73.99155386314432
AVE A,E 1 ST,40.72224180711411,-73.98628730097782
AVE A,E 13 ST,40.729723239552285,-73.98085563009121
AVE A,ST MARKS PL,40.726665931009,-73.98308979550706
AVE A,14 ST LOOP,40.73044227850078,-73.98033946526458
E 12 ST,4 AVE,40.7327546091829,-73.99003408313801
E 12 ST,UNIVERSITY PL,40.7339213354857,-73.99279424893993
4 AVE,E 9 ST,40.73056433483418,-73.99050707261846
4 AVE,WANAMAKER PL,40.73056433483418,-73.99050707261846
4 AVE,E 14 ST,40.73443438732101,-73.98990393253564
4 AVE,COOPER SQ,40.72987816365546,-73.99072365451066
4 AVE,UNION SQ E,40.73443438732101,-73.98990393253564
MANHATTAN BR APPR,MADISON ST,40.71238326068685,-73.99347832337723
MANHATTAN BR APPR,DIVISION ST,40.71423053852269,-73.99449898645734
MANHATTAN BR APPR,CHRYSTIE ST,40.71584722226422,-73.9949245155469
MANHATTAN BR APPR,CHERRY ST,40.710799479915536,-73.99260196850604
MANHATTAN BR APPR,E BROADWAY,40.713728232869144,-73.99420684513304
MANHATTAN BR APPR,MONROE ST,40.71169979308091,-73.99310325340346
MANHATTAN BRG,MADISON ST,40.71238326068685,-73.99347832337723
MANHATTAN BRG,DIVISION ST,40.71423053852269,-73.99449898645734
MANHATTAN BRG,CHERRY ST,40.710799479915536,-73.99260196850604
MANHATTAN BRG,E BROADWAY,40.713728232869144,-73.99420684513304
MANHATTAN BRG,MONROE ST,40.71169979308091,-73.99310325340346
MANHATTAN BRG,PIKE SLIP,40.71001717876434,-73.99194918941652
MADISON ST,PIKE ST,40.71246279286662,-73.99240339194684
MADISON ST,MARKET ST,40.71230919878875,-73.9943620745393
MADISON ST,MONTGOMERY ST,40.7130769005991,-73.98505914502994
MADISON ST,JACKSON ST,40.71355386639826,-73.98085305989144
MADISON ST,RUTGERS ST,40.71264650580328,-73.98997216115195
MADISON ST,JEFFERSON ST,40.712769880673974,-73.98848239254333
MADISON ST,MECHANICS ALY,40.71236131720802,-73.99374164534588
MADISON ST,GOUVERNEUR ST,40.713197511484175,-73.98388318183162
E 22 ST,PETER COOPER RD,40.7361648378926,-73.97890884655797
PIKE ST,DIVISION ST,40.71436493945043,-73.99282161375164
PIKE ST,ALLEN ST,40.71436493945043,-73.99282161375164
PIKE ST,CHERRY ST,40.710903746832074,-73.99208975697366
PIKE ST,E BROADWAY,40.713843428695334,-73.99272427548811
PIKE ST,MONROE ST,40.71176561781674,-73.99232050836414
PIKE ST,PIKE SLIP,40.710903746832074,-73.99208975697366
W 72 ST,HENRY HUDSON PY NB EN W 72 ST,40.78069127506241,-73.98697937438978
SHINBONE ALY,GREAT JONES ST,40.72756456158629,-73.99419121053641
SHINBONE ALY,BOND ST,40.72693878298824,-73.99472884365677
SHINBONE ALY,GREAT JONES ALY,40.72756456158629,-73.99419121053641
JONES ALY,GREAT JONES ST,40.72756456158629,-73.99419121053641
JONES ALY,BOND ST,40.72693878298824,-73.99472884365677
JONES ALY,GREAT JONES ALY,40.72756456158629,-73.99419121053641
E 9 ST,UNIVERSITY PL,40.73216477710003,-73.99429905530786
